image_id,text,name,group,sub_group,emoji,train
906,Женщина-стражник,female guard type 4,People & Body,person-role,💂🏽‍♀️,1
907,Женщина-стражник,female guard type 5,People & Body,person-role,💂🏾‍♀️,1
908,Женщина-стражник,female guard type 6,People & Body,person-role,💂🏿‍♀️,1
909,Строитель,construction worker,People & Body,person-role,👷,1
910,Строитель,construction worker,People & Body,person-role,👷🏻,1
911,Строитель,construction worker,People & Body,person-role,👷🏼,1
912,Строитель,construction worker,People & Body,person-role,👷🏽,1
913,Строитель,construction worker,People & Body,person-role,👷🏾,1
914,Строитель,construction worker,People & Body,person-role,👷🏿,1
915,Мужчина-строитель,male construction worker,People & Body,person-role,👷‍♂️,1
916,Мужчина-строитель,male construction worker type 1 2,People & Body,person-role,👷🏻‍♂️,1
917,Мужчина-строитель,male construction worker type 3,People & Body,person-role,👷🏼‍♂️,1
918,Мужчина-строитель,male construction worker type 4,People & Body,person-role,👷🏽‍♂️,1
919,Мужчина-строитель,male construction worker type 5,People & Body,person-role,👷🏾‍♂️,1
920,Мужчина-строитель,male construction worker type 6,People & Body,person-role,👷🏿‍♂️,1
921,Женщина-строитель,female construction worker,People & Body,person-role,👷‍♀️,1
922,Женщина-строитель,female construction worker type 1 2,People & Body,person-role,👷🏻‍♀️,1
923,Женщина-строитель,female construction worker type 3,People & Body,person-role,👷🏼‍♀️,1
924,Женщина-строитель,female construction worker type 4,People & Body,person-role,👷🏽‍♀️,1
925,Женщина-строитель,female construction worker type 5,People & Body,person-role,👷🏾‍♀️,0
926,Женщина-строитель,female construction worker type 6,People & Body,person-role,👷🏿‍♀️,1
927,Принц,prince,People & Body,person-role,🤴,1
928,Принц,prince,People & Body,person-role,🤴🏻,1
929,Принц,prince,People & Body,person-role,🤴🏼,1
930,Принц,prince,People & Body,person-role,🤴🏽,1
931,Принц,prince,People & Body,person-role,🤴🏾,1
932,Принц,prince,People & Body,person-role,🤴🏿,1
933,Принцесса,princess,People & Body,person-role,👸,1
934,Принцесса,princess,People & Body,person-role,👸🏻,1
935,Принцесса,princess,People & Body,person-role,👸🏼,1
936,Принцесса,princess,People & Body,person-role,👸🏽,1
937,Принцесса,princess,People & Body,person-role,👸🏾,1
938,Принцесса,princess,People & Body,person-role,👸🏿,1
939,Человек с тюрбаном,man with turban,People & Body,person-role,👳,1
940,Человек с тюрбаном,man with turban,People & Body,person-role,👳🏻,1
941,Человек с тюрбаном,man with turban,People & Body,person-role,👳🏼,1
942,Человек с тюрбаном,man with turban,People & Body,person-role,👳🏽,1
943,Человек с тюрбаном,man with turban,People & Body,person-role,👳🏾,1
944,Человек с тюрбаном,man with turban,People & Body,person-role,👳🏿,1
945,Мужчина с тюрбаном,man wearing turban,People & Body,person-role,👳‍♂️,1
946,Мужчина с тюрбаном,man wearing turban type 1 2,People & Body,person-role,👳🏻‍♂️,1
947,Мужчина с тюрбаном,man wearing turban type 3,People & Body,person-role,👳🏼‍♂️,1
948,Мужчина с тюрбаном,man wearing turban type 4,People & Body,person-role,👳🏽‍♂️,1
949,Мужчина с тюрбаном,man wearing turban type 5,People & Body,person-role,👳🏾‍♂️,1
950,Мужчина с тюрбаном,man wearing turban type 6,People & Body,person-role,👳🏿‍♂️,1
951,Женщина с тюрбаном,woman wearing turban,People & Body,person-role,👳‍♀️,1
952,Женщина с тюрбаном,woman wearing turban type 1 2,People & Body,person-role,👳🏻‍♀️,1
953,Женщина с тюрбаном,woman wearing turban type 3,People & Body,person-role,👳🏼‍♀️,1
954,Женщина с тюрбаном,woman wearing turban type 4,People & Body,person-role,👳🏽‍♀️,1
955,Женщина с тюрбаном,woman wearing turban type 5,People & Body,person-role,👳🏾‍♀️,1
956,Женщина с тюрбаном,woman wearing turban type 6,People & Body,person-role,👳🏿‍♀️,0
957,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲,1
958,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲🏻,1
959,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲🏼,1
960,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲🏽,1
961,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲🏾,1
962,Мужчина в китайской шапке,man with gua pi mao,People & Body,person-role,👲🏿,1
963,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕,1
964,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕🏻,1
965,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕🏼,1
966,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕🏽,1
967,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕🏾,1
968,Женщина с шарфом на голове,person with headscarf,People & Body,person-role,🧕🏿,1
969,Жених,man in tuxedo,People & Body,person-role,🤵,1
970,Жених,man in tuxedo,People & Body,person-role,🤵🏻,1
971,Жених,man in tuxedo,People & Body,person-role,🤵🏼,1
972,Жених,man in tuxedo,People & Body,person-role,🤵🏽,1
973,Жених,man in tuxedo,People & Body,person-role,🤵🏾,1
974,Жених,man in tuxedo,People & Body,person-role,🤵🏿,1
975,Невеста,bride with veil,People & Body,person-role,👰,1
976,Невеста,bride with veil,People & Body,person-role,👰🏻,1
977,Невеста,bride with veil,People & Body,person-role,👰🏼,1
978,Невеста,bride with veil,People & Body,person-role,👰🏽,1
979,Невеста,bride with veil,People & Body,person-role,👰🏾,1
980,Невеста,bride with veil,People & Body,person-role,👰🏿,1
981,Беременная женщина,pregnant woman,People & Body,person-role,🤰,1
982,Беременная женщина,pregnant woman,People & Body,person-role,🤰🏻,1
983,Беременная женщина,pregnant woman,People & Body,person-role,🤰🏼,1
984,Беременная женщина,pregnant woman,People & Body,person-role,🤰🏽,1
985,Беременная женщина,pregnant woman,People & Body,person-role,🤰🏾,1
986,Беременная женщина,pregnant woman,People & Body,person-role,🤰🏿,1
987,Кормление грудью,breast feeding,People & Body,person-role,🤱,0
988,Кормление грудью,breast feeding,People & Body,person-role,🤱🏻,0
989,Кормление грудью,breast feeding,People & Body,person-role,🤱🏼,0
990,Кормление грудью,breast feeding,People & Body,person-role,🤱🏽,0
991,Кормление грудью,breast feeding,People & Body,person-role,🤱🏾,0
992,Кормление грудью,breast feeding,People & Body,person-role,🤱🏿,0
993,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼,1
994,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼🏻,1
995,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼🏼,1
996,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼🏽,1
997,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼🏾,1
998,Ребенок-ангел,baby angel,People & Body,person-fantasy,👼🏿,1
999,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅,0
1000,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅🏻,0
1001,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅🏼,0
1002,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅🏽,0
1003,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅🏾,0
1004,Санта-Клаус,father christmas,People & Body,person-fantasy,🎅🏿,0
1005,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶,1
1006,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶🏻,1
1007,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶🏼,1
1008,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶🏽,1
1009,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶🏾,1
1010,Миссис Клаус,mother christmas,People & Body,person-fantasy,🤶🏿,1
1011,Супергерой,superhero,People & Body,person-fantasy,🦸,1
1012,Супергерой,superhero,People & Body,person-fantasy,🦸🏻,1
1013,Супергерой,superhero,People & Body,person-fantasy,🦸🏼,1
1014,Супергерой,superhero,People & Body,person-fantasy,🦸🏽,1
1015,Супергерой,superhero,People & Body,person-fantasy,🦸🏾,1
1016,Супергерой,superhero,People & Body,person-fantasy,🦸🏿,1
1017,Мужчина-супергерой,man superhero,People & Body,person-fantasy,🦸‍♂️,1
1018,Мужчина-супергерой,man superhero light skin tone,People & Body,person-fantasy,🦸🏻‍♂️,1
